GESTAO;DA1ESZG001-17SB;Análise de Redes de Transporte e Distribuição A1-diurno (São Bernardo do Campo);02/02/05;0;quarta das 08:00 às 12:00,  semanal;CAROLINA CORREA DE CARVALHO;CECS;CAROLINA CORREA DE CARVALHO;CECS
ENERG;NAESTE037-17SA;Análise Econômica de Projetos Energéticos A-noturno (Santo André);4-0-4;segunda das 19:00 às 21:00,  semanal ,  quarta das 21:00 às 23:00,  semanal;0;CONRADO AUGUSTUS DE MELO;CECS;CONRADO AUGUSTUS DE MELO;CECS
BMAT;DAMCTB005-13SA;Análise Real I A-diurno (Santo André);4-0-4;terca das 08:00 às 10:00,  semanal ,  quinta das 10:00 às 12:00,  semanal;0;ANDRE PIERRO DE CAMARGO;CMCC;0;0
BMAT;NAMCTB005-13SA;Análise Real I A-noturno (Santo André);4-0-4;terca das 19:00 às 21:00,  semanal ,  quinta das 21:00 às 23:00,  semanal;0;ANA CAROLINA BOERO;CMCC;0;0
BMAT;DAMCTB007-17SA;Anéis e Corpos A-diurno (Santo André);4-0-4;quarta das 10:00 às 12:00,  semanal ,  sexta das 08:00 às 10:00,  semanal;0;MARIA DE LOURDES MERLINI GIULIANI;CMCC;0;0
BMAT;NAMCTB007-17SA;Anéis e Corpos A-noturno (Santo André);4-0-4;quarta das 21:00 às 23:00,  semanal ,  sexta das 19:00 às 21:00,  semanal;0;ILIA GORSHKOV;CMCC;0;0
INF;DAESZI025-17SA;Aplicações de Microcontroladores A- diurno (Santo André);0-4-4;0;terca das 14:00 às 16:00,  semanal ,  quinta das 14:00 às 16:00,  semanal;0;0;MARIO ALEXANDRE GAZZIRO;CECS
INF;NAESZI025-17SA;Aplicações de Microcontroladores A- noturno (Santo André);0-4-4;0;segunda das 19:00 às 21:00,  semanal ,  quinta das 19:00 às 21:00,  semanal;0;0;GERMAN CARLOS SANTOS QUISPE;CECS
LFILO;DANHZ2092-16SB;Arte e ensino A-diurno (São Bernardo do Campo);4-0-4;segunda das 14:00 às 16:00,  semanal ,  quinta das 14:00 às 16:00,  semanal;0;ALEXIA CRUZ BRETAS;CCNH;0;0
BCB;DANHZ1074-15SA;Astrobiologia A-diurno (Santo André);4-0-6;quarta das 16:00 às 18:00,  semanal ,  sexta das 14:00 às 16:00,  semanal;0;JIRI BORECKY;CCNH;JIRI BORECKY;CCNH
IAR;DAESTA011-17SA;Automação de Sistemas Industriais A- diurno (Santo André);4-0-7;quinta das 16:00 às 18:00,  semanal;terca das 14:00 às 16:00,  semanal;JESUS FRANKLIN ANDRADE ROMERO;CECS;JESUS FRANKLIN ANDRADE ROMERO;CECS
IAR;NAESTA011-17SA;Automação de Sistemas Industriais A- noturno (Santo André);4-0-8;quarta das 21:00 às 23:00,  semanal;segunda das 19:00 às 21:00,  semanal;ALEXANDRE ACACIO DE ANDRADE;CECS;ALEXANDRE ACACIO DE ANDRADE;CECS
AMB;DAESTU025-17SA;Avaliação de Impactos Ambientais A- diurno (Santo André);4-0-9;sexta das 08:00 às 12:00,  semanal;0;DACIO ROBERTO MATHEUS;CECS;SILVIA HELENA FACCIOLLA PASSARELLI;CECS
AMB;NAESTU025-17SA;Avaliação de Impactos Ambientais A- noturno (Santo André);4-0-10;segunda das 19:00 às 23:00,  semanal;0;SILVIA HELENA FACCIOLLA PASSARELLI;CECS;DACIO ROBERTO MATHEUS;CECS
BPP;DAESHP031-14SB;Avaliação e Monitoramento de Políticas Públicas A-diurno (São Bernardo do Campo);4-0-4;segunda das 08:00 às 10:00,  semanal ,  quarta das 10:00 às 12:00,  semanal;0;IVAN FILIPE DE ALMEIDA LOPES FERNANDES;CECS;IVAN FILIPE DE ALMEIDA LOPES FERNANDES;CECS
BPP;NAESHP031-14SB;Avaliação e Monitoramento de Políticas Públicas A-noturno (São Bernardo do Campo);4-0-4;segunda das 19:00 às 21:00,  semanal ,  quarta das 21:00 às 23:00,  semanal;0;IVAN FILIPE DE ALMEIDA LOPES FERNANDES;CECS;IVAN FILIPE DE ALMEIDA LOPES FERNANDES;CECS
BCC;DAMCZA005-17SA;Banco de Dados de Apoio à Tomada de Decisão A-diurno (Santo André);4-0-5;terca das 10:00 às 12:00,  semanal;sexta das 08:00 às 10:00,  semanal;MARCIO KATSUMI OIKAWA;CMCC;MARCIO KATSUMI OIKAWA;CMCC
BCT;DA1BCS0001-15SA;Base Experimental das Ciências Naturais A1-diurno (Santo André);0-3--;0;quarta das 08:00 às 12:00,  quinzenal I,  quarta das 10:00 às 12:00,  quinzenal II;0;0;PATRICIA ELIANE FISCARELLI;CCNH
BCT;DA1BCS0001-15SB;Base Experimental das Ciências Naturais A1-diurno (São Bernardo do Campo);0-3--;0;quarta das 08:00 às 12:00,  quinzenal I,  quarta das 10:00 às 12:00,  quinzenal II;0;0;RENATA SIMOES;CCNH
BCT;NA1BCS0001-15SA;Base Experimental das Ciências Naturais A1-noturno (Santo André);0-3--;0;quarta das 19:00 às 23:00,  quinzenal I,  quarta das 21:00 às 23:00,  quinzenal II;0;0;CARLOS ALBERTO DA SILVA;CCNH
BCT;NA1BCS0001-15SB;Base Experimental das Ciências Naturais A1-noturno (São Bernardo do Campo);0-3--;0;quarta das 19:00 às 23:00,  quinzenal I,  quarta das 21:00 às 23:00,  quinzenal II;0;0;KATYA MARGARETH AURANI;CCNH
BCT;DA2BCS0001-15SA;Base Experimental das Ciências Naturais A2-diurno (Santo André) -  TURMA OFERTADA EM INGLÊS;0-3--;0;quarta das 08:00 às 12:00,  quinzenal I,  quarta das 10:00 às 12:00,  quinzenal II;0;0;JEROEN SCHOENMAKER;CECS
BCT;DA2BCS0001-15SB;Base Experimental das Ciências Naturais A2-diurno (São Bernardo do Campo);0-3--;0;quarta das 08:00 às 12:00,  quinzenal I,  quarta das 10:00 às 12:00,  quinzenal II;0;0;MARIA CRISTINA CARLAN DA SILVA;CCNH
BCT;NA2BCS0001-15SA;Base Experimental das Ciências Naturais A2-noturno (Santo André);0-3--;0;quarta das 19:00 às 23:00,  quinzenal I,  quarta das 21:00 às 23:00,  quinzenal II;0;0;SERGIO DAISHI SASAKI;CCNH
BCT;NA2BCS0001-15SB;Base Experimental das Ciências Naturais A2-noturno (São Bernardo do Campo);0-3--;0;quarta das 19:00 às 23:00,  quinzenal I,  quarta das 21:00 às 23:00,  quinzenal II;0;0;ALINE DINIZ CABRAL;CCNH
BCT;DA3BCS0001-15SA;Base Experimental das Ciências Naturais A3-diurno (Santo André) -  TURMA OFERTADA EM INGLÊS;0-3--;0;quarta das 08:00 às 12:00,  quinzenal I,  quarta das 10:00 às 12:00,  quinzenal II;0;0;FERNANDO HEERING BARTOLONI;CCNH
BCT;NA3BCS0001-15SA;Base Experimental das Ciências Naturais A3-noturno (Santo André);0-3--;0;quarta das 19:00 às 23:00,  quinzenal I,  quarta das 21:00 às 23:00,  quinzenal II;0;0;HANA PAULA MASUDA;CCNH
BCT;DA4BCS0001-15SA;Base Experimental das Ciências Naturais A4-diurno (Santo André);0-3--;0;quarta das 08:00 às 12:00,  quinzenal I,  quarta das 10:00 às 12:00,  quinzenal II;0;0;LEONARDO JOSE STEIL;CCNH
BCT;NA4BCS0001-15SA;Base Experimental das Ciências Naturais A4-noturno (Santo André);0-3--;0;quarta das 19:00 às 23:00,  quinzenal I,  quarta das 21:00 às 23:00,  quinzenal II;0;0;ALEXANDRE ZATKOVSKIS CARVALHO;CCNH
BCT;DA5BCS0001-15SA;Base Experimental das Ciências Naturais A5-diurno (Santo André);0-3--;0;quarta das 08:00 às 12:00,  quinzenal I,  quarta das 10:00 às 12:00,  quinzenal II;0;0;JULIANA MARCHI;CCNH
BCT;NA5BCS0001-15SA;Base Experimental das Ciências Naturais A5-noturno (Santo André);0-3--;0;quarta das 19:00 às 23:00,  quinzenal I,  quarta das 21:00 às 23:00,  quinzenal II;0;0;RODRIGO MAGHDISSIAN CORDEIRO;CCNH
